Country name, Year of National Action Plan Submission, National Action Plan Cycle, Commitment title, Full commitment text, Anti-corruption, Conflicts of interest, Asset disclosure, Audits & control, Whistleblower protections, Fiscal openness, Citizen Budgets, Participatory budgeting, E-petitions, Social Audits, Public Participation, Public Procurement, Records Management, Elections & Political Finance, Law Enforcement & Justice, Public Service Delivery Improvement, E-government, Open data, Capacity-building, Legislative & Regulation, Private sector, Legislature, Sub-national governance, Judiciary, Media & Telecommunications, Education, Health and Nutrition, Citizenship & Immigration, Welfare & Social Security, Water & Sanitation, Infrastructure, Public safety, Defense, Natural Resources, Aid, Nonprofits, Gender & sexuality, Human rights, OGP, Marginalised communities, Labor, Did it Open Government, Relevance to OGP Values, Values - Access to Information, Values - Civic Participation, Values - Public Accountability, Values - Technology & Innovation, Specificity, Potential impact, Completion - Progress Report), Starred Commitments - Progress Report (Current formula), Year of Publication - Progress Report, Year of Publication - End of Term Report, Completion - End of Term Report, Change in Completion Level, Starred Commitments - End of Term Report (Current formula), Starred Commitments - Progress Report (2015 formula), Starred Commitments - Progress Report (pre-June 2014)
Denmark,2014,2, Open Government Camp 2013, The work on implementing the many open government initiatives and activities presented in this National Action Plan will be launched with an Open Government Camp which citizens companies associations NGOs and public authorities will be invited to attend The aim and objective of the Camp is to experiment on how civil society and the public sector can collaborate on performing societal tasks in new ways on creating innovation and development and on making use of the digital technologies to make our welfare society even better At the same time the Camp is to serve as a source of inspiration to public authorities who wish to organise similar events themselves or in other ways work on co production and citizen participation The Camp will consist of a number of workshops serving the purpose of addressing current challenges and issues and the individual workshops and activities of the Camp will be organised as a joint effort by public authorities civil society organisations citizens and companies ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, NR,1,0,1,0,0,3,1,5,0,2016, NR, NR, NR, NR,0,0
Denmark,2014,2, Opening key public datasets, Government data can be used as raw material in the development of innovative digital services in the private sector and access to public data can create more transparency in government decision making and administration However a number of key public datasets are only partially open and accessible to civil society,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, NR,1,1,0,0,1,3,2,3,0,2016, NR, NR, NR, NR,0,0
Denmark,2014,2, Plan for inclusion during the transition to digital communication, Public authorities plan for inclusion covers a broad spectrum from ensuring that help is integrated in the public self service solutions to preparing and training the employees who encounter citizens on a day to day basis The citizens who need help will find that it is provided at citizen service centres at libraries and in readily accessible data rooms nationwide that provide computer assistance to senior citizens br br Focus is at the same time also placed on stimulating citizens to explore the digital tools by showing examples of how digital technologies can open up an altogether new world of opportunities The effort is planned and implemented in collaboration with e g the organisations representing older persons and the libraries that contribute to extending the reach of the work ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, NR,1,1,0,0,1,1,1,5,0,2016, NR, NR, NR, NR,0,0
Denmark,2014,2, Principles for collaboration on the modernisation of the public sector as well as the establishment of a centre for public innovation, Together with employers and employees from the public labour market the Government has adopted seven principles for collaboration on the modernisation of the public sector The principles are to promote a performance of public tasks and a culture with a focus on trust collaboration results efficiency innovation quality and professionalism At the same time these principles serve the purpose of supporting the many good initiatives across sectors and authorities that rethink and improve the public sector br br The adoption of the principles will be followed up on in 2014 2016 by initiatives that are to contribute to spreading the principles and supporting modernisation and innovation in the public sector The initiatives comprise the development of new forms of governance with a focus on trust and collaboration as well as the establishment of a centre for public innovation that is to support the spread and embeddedness of innovation across the public sector The centre is also to strengthen employee and user driven innovation in the public sector ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, NR,0,0,0,0,0,1,1,4,0,2016, NR, NR, NR, NR,0,0
Denmark,2014,2, Recommendations from growth teams, The Government has set up eight growth teams which in close dialogue with the business community are to carry out an examination of growth conditions in business areas where Danish companies have international competitive power The objective is to identify specific measures that can improve the companies productivity and development opportunities for the purpose of contributing to growth and employment in Denmark Against the background of recommendations from the various growth teams the Government will present specific initiatives for how the recommendations can be implemented The business community and stakeholders will be involved in the process on an ongoing basis and will also be permanent sparring partners when the Government s growth plans are to be carried out In addition the business community has actively assumed responsibility for implementing specific growth plan initiatives ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, NR,0,0,0,0,0,1,2,5,0,2016, NR, NR, NR, NR,0,0
Denmark,2014,2, Service check of local government consultations, The Government will set up a committee that is to implement a service check of statutory local government consultations and which is to look into the possibility of adjusting the rules governing local government consultations so as to plan for more expedient involvement of citizens and the business community in local government decisions without compromising on citizens civil rights ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, NR,1,0,1,0,0,2,1,5,0,2016, NR, NR, NR, NR,0,0
Denmark,2014,2, Strategy for Digital Welfare, The Government Local Government Denmark and Danish Regions have jointly drawn up a strategy for digital welfare The strategy sets the course for the public sector s work on digitisation and welfare technology in the social health and educational areas br br The goal is that digital welfare services can be supplied more efficiently to make everyday life less cumbersome and improve the quality of life for citizens The strategy includes 24 initiatives and runs until 2020 Up to the year 2020 new targets will be set and new initiatives launched on an ongoing basis ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0, NR,0,0,0,0,0,1,2,1,0,2016, NR, NR, NR, NR,0,0
Denmark,2014,2, User friendliness requirements regarding digital self service solutions, Up to 2015 there will be more and more areas where citizens are to encounter public authorities by going digital It means that we ourselves must enter data apply for e g support and check the digital mailbox The Government will facilitate the encounter with public authorities to maximum extent Therefore work is in progress to make self service solutions as user friendly as possible among other things by creating conditions for better data quality and by establishing coherence in the systems It will mean that data are to be entered only once and subsequently shared across public authorities to an increasing extent br br For this purpose the Government has drawn up a development guide for self service solutions with 24 minimum requirements regarding user friendliness and accessibility in public self service solutions when suppliers are to develop or revise a solution The guide will be revised on an ongoing basis against the background of user tests lessons learned and input from the users All self service solutions that become mandatory up to and including 2015 must meet all the requirements listed in the development guide regarding user friendliness and accessibility ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, NR,1,1,0,0,1,1,1,4,0,2016, NR, NR, NR, NR,0,0
Denmark,2014,2,  Free Municipality pilot projects, Known as Free Municipality pilot projects these projects are part of the Government s work on the modernisation and innovation of the public sector Lessons learned from free municipality pilot projects are to contribute to the Government s general reform of the public sector with a focus on trust professionalism leadership and deregulation which are significant parameters for a user orientated sector br br Nine municipalities are free municipalities They have been granted exemption from government rules and documentation requirements for the purpose of testing new ways of doing things The objective is to find smarter more resource efficient and less bureaucratic solutions ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, NR,0,0,0,0,0,1,1,4,0,2016, NR, NR, NR, NR,0,0
Denmark,2014,2,  Open Data Innovation Strategy ODIS , In order to support the comprehensive effort to make public sector information accessible the initiative known as Open Data Innovation Strategy is to contribute to drawing attention to the potential of public data and to making public data accessible This is to be achieved among other things by assisting public authorities and institutions with guidance in the effort to make data available and by providing guidance on the legislation governing the area br br The initiative is furthermore to operate the public data catalogue facilitate exchange of lessons learned promote networking and collaboration between the public and private sectors that will re use data as well as document good examples of open data and the application of open data ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, NR,1,1,0,0,0,1,1,5,0,2016, NR, NR, NR, NR,0,0
Denmark,2012,1, 10 Reuse of open source software in the public sector, The Public portal Software Exchange where authorities can publish share and re use open source software will expand co operation with the ICT industry associations to stimulate the development of open source software for the Software Exchange and support the re use of existing open source software in the public sector ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,1,0,1,1,1,3,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 11 Citizen self services Binding guidelines for self service solutions, The public sector must exploit digital technologies to provide citizens with easy to use and efficient self service solutions To support the improvement of existing solutions and the development of new user friendly solutions a set of guidelines on usability accessibility language design security and the re use of data will be published in 2012 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,0,0,3,0,5,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 12 Citizen self services Guidance and information on accessibility to digital solutions, To ensure that digital content and services are useable for all citizens accessibility for persons with various disabilities must be addressed The Danish Agency for Digitisation will provide information and guidance to public authorities on relevant guidelines and standards for ICT accessibility ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,3,0,4,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 13 Citizen self services Peer to peer learning programmes to help citizens use digital self service, In collaboration with public libraries community groups and volunteers e g under the auspices of the Senior Citizens Association information and peer to peer learning programmes will be implemented to help citizens and businesses obtain basic computer skills and learn to use digital self service Supporting the government s goal of full digitisation for citizens in 2015 and for businesses in 2013 new target groups can be reached and information and guidance can be provided in various ways which match those groups needs through a broad collaborative effort ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,3,1,4,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 14 Citizen self services Location based content and re use of content in borger dk, The citizen s portal borger dk will be further developed to become the citizens secure and easy access to public self service solutions and to personalised information on housing health taxation rights and duties etc Functionality will be added to support location specific content which provides citizens with information that is specifically relevant to each individual user s location i e in a municipality A content export feature will also be implemented to make possible re use of portal content in other public websites across the public sector ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,3,1,3,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 15 Less reporting through increased re use of key data, Many citizens and businesses expect that public authorities can share key data so that information need only be reported once As part of the common public sector e government strategy a cross governmental programme has been launched to improve re use of key data in the public sector in order to reduce the need for repeated reporting of key data ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,1,1,3,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 16 MyPage for businesses, A personalised MyPage for businesses will be developed in 2012 and 2013 for the national business portal virk dk as part of the common public sector digitisation strategy The objective is to provide each company with an overview of its basic registration data active employee signatures rights and reporting ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,3,1,4,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 17 Companies to be born digitally , A new service will be developed for the business portal virk dk and on the MyPage for businesses that will ensure that new businesses are born digitally The companies will get the most important digital tools such as digital signatures for employees and a digital company letter box as part of their registration in the national company register ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,3,0,3,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 18 Creating a mediation and complaints institution for responsible business behaviour, The Danish government will propose legislation for creating a mediation and complaints institution for responsible business behaviour where issues regarding Danish companies violation of international principles for social responsibilities including human rights can be investigated The mediation and complaints institution shall comply with the UN recommendations on human rights and business and with OECD s guidelines on multi national enterprises ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ND,1,0,0,1,0,3,2,5,0,2014, ND, ND, ND, ND,1,1
Denmark,2012,1, 19 International human rights conference, In order to increase awareness in companies and broadly in the public of the new UN guidelines for human rights and business an international conference on human rights is planned to take place on 7 8 May 2012 under the auspices of the Danish EU Presidency ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ND,0,0,0,0,0,3,1,5,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 1 Online Open Government Partnership community, To support the overall OGP work an online community forum will be created as a meeting place for civil servants and others engaged in open government activities The forum will support knowledge sharing and collaboration the documentation and continued development of the Danish OGP portfolio of initiatives and it will provide a platform for engaging civil society as a whole ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ND,1,0,1,0,1,3,1,4,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 20 Promote social responsibility in the fashion business, The Danish government will take the lead in the first UN initiative for social responsibility in the fashion business The Danish Fashion Institute has partnered with the UN on the development of a new code of conduct that will set guidelines for social responsibility in the fashion business The objective of the guidelines is to promote responsibility throughout the fashion business The guidelines will be launched 3 May 2012 during the Copenhagen Fashion Summit ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,0,0,1,0,2,1,5,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 21 Reporting on human rights and the climate, The Danish government will propose an expansion of the Danish Financial Statements Act 99a to ensure that the largest Danish enterprises in their reporting on social responsibility have to explicitly consider their work on respecting human rights and on reducing their climate impact In order to ensure that the enterprises have the right tools and the necessary guidance to respond to the new demands the government will strengthen its guidance through e g the websites csr kompasset dk The Corporate Social Resonsibility Compass and klimakompasset dk The Climate Compass ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ND,1,0,0,1,1,3,2,5,0,2014, ND, ND, ND, ND,1,1
Denmark,2012,1, 22 Country by country reporting in the extractive and forestry industries, The Government will work to introduce Country by Country Reporting in the EU as an important step in the international fight against corruption and illegal tax evasion By country by country reporting companies in the extractive and forestry industries will openly disclose the payments they make to governments of the countries they operate in ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, ND,1,1,0,1,0,1,2,5,0,2014, ND, ND, ND, ND,0,1
Denmark,2012,1, 23 Legislative principles for the digital age, The use of digital technologies is now applicable to all areas of public sector administration We need to ensure that new legislation takes into account and allows for the utilisation of those technologies This applies to mandatory digital communication re use of data and the use of the common digital infrastructure in the public sector to mention just a few examples In 2012 the government will establish principles for the drafting of legislation that take into account the increasing use of digital means and technologies in the public sector ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,0,1,1,1,2,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 24 Consolidated key data, Key data is the foundation on which public authorities provide services in a correct manner which is crucial with regards to citizens and businesses legal rights and the efficiency and effectiveness of society as a whole As part of the implementation of the common public sector e government a programme will be implemented to consolidate key data registers ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,2,2,3,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 25 App Store for digital learning resources, The central government and the municipalities will prepare the creation of one or more market based distribution platforms for digital learning resources e g a kind of app store to facilitate easy access to digital learning resources for teachers and pupils ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,2,0,3,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 26 Preparing a digital reform of the public welfare areas, The government is preparing a reform of the welfare areas with a special focus on social security health and education The reform shall create a better framework for the use of existing welfare technological solutions and recommend areas where the need and the potential for the use of welfare technological solutions are largest As part of the preparations for such a reform a comprehensive analysis will be made to assess how welfare technological solutions can increase productivity in the public sector and strengthen citizen engagement and empowerment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,0,1,0,1,3,3,5,1,2014, ND, ND, ND, ND,1,1
Denmark,2012,1, 27 Consultation and Transparency of Development Aid Programmes Transparency in aid, In 2012 the Danish Ministry of Foreign Affairs will launch a comprehensive transparency initiative that will present to Danish citizens as well as to partner countries detailed information about all foreign aid and development assistance projects and programmes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, ND,1,1,0,1,1,3,2,5,0,2014, ND, ND, ND, ND,1,1
Denmark,2012,1, 28 Tracking progress of universities transition to digital only administrative communication, To create transparency about the process and to support sharing of experience the government will monitor and publicise reports on the activities and progress of all Danish universities in their transition to fully digital written communication ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,3,0,5,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 29 Disclosure of status reporting from the National IT Project Council, n order to support open government and increase the sharing of knowledge and experience as a basis for improving public ICT solutions and services status reports from the National IT Projects Council on public ICT projects will be published ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,0,0,3,1,5,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 2 Online OGP handbook for public authorities and institutions, Information and guidelines on how to develop and implement OGP initiatives and activities will be provided in an online format to help public authorities and institutions launch open government projects and successfully integrate open government practices into their routines Ultimately this material will constitute a handbook or toolkit for open government related work ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ND,1,1,1,1,0,2,1,5,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 30 Overview of public ICT architecture, In order to create a more coherent public sector ICT and to strengthen the re use of existing solutions standards data applications and infrastructure a comprehensive overview of public ICT architecture will be established as part of the implementation of the common public sector e government strategy The initiative supports professional decision making management of the strategy s initiatives and financial management The structure of the architectural overview will consist of a collection of documentation on the ICT architecture structured on the basis of public architecture tools OIOEA FORM and STORM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,1,0,4,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 31 Publication of Educational Materials on the Government s ICT Project Model, With a view to improve public sector ICT projects through the dissemination of information on the government s ICT project model and good practice cases educational materials about the model will be published under an open public license ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,0,0,0,0,0,3,0,5,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 32 Smart Aarhus and Smart Region Smart Aarhus, Aarhus Municipality in partnership with the Alexandra Institute Aarhus University and Central Denmark Regional Authority will carry out a large scale initiative called Smart Aarhus Based on collaboration between citizens public sector and the private operators the initiative aims to transform the city into an open digital platform which will support re use of government data citizen engagement co creation and public private co operation The initiative will be allowed to evolve through an ongoing and open process in which all businesses citizens and NGOs are invited to take part The Smart Aarhus initiative will also contribute to making Denmark an international pioneer of openness democracy and innovation by participating in knowledge sharing and the exchange of case studies ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,1,0,1,1,3,3,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 33 Smart Aarhus and Smart Region Smart Region, The Central Denmark Regional Authority will establish a broad regional initiative Smart Region as a way to organise public services more efficiently and create a more open and participative public sector as a driver for innovation The initiative aims to create new ways of co operation between companies knowledge institutions the public administration and the citizens in order to support the development of creative ICT based solutions to solve societal challenges and turn them into tomorrow s business opportunities for the region s companies and new opportunities for citizens ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,1,0,1,1,3,3,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 3 Management labs and new forms of co operation, The Central Denmark Regional Authority in partnership with municipalities and businesses will collaborate on new ways to involve citizens employees and other stakeholders through management labs where stakeholders will participate in decision making and the development of prototypes and large scale experiments ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,0,1,0,0,2,3,5,1,2014, ND, ND, ND, ND,1,1
Denmark,2012,1, 4 Consultation and Transparency of Development Aid Programmes Design aid programmes, In connection with the forthcoming new law on foreign aid and development assistance the Danish Ministry of Foreign Affairs will conduct public hearings on the design of future foreign aid programmes allowing citizens and civil society to contribute input and suggestions to key development assistance issues and budgets of a certain size ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, ND,1,0,1,0,1,3,1,5,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 5 Innovate with Aarhus, Aarhus Municipality will launch the innovation programme Innovate With Aarhus to encourage new approaches to public services provision by creating good conditions for broad collaboration by earmarking funds for innovation and by highlowing best cases This initiative aims to increase the innovative capacity and efficiency of Aarhus Municipality and to help develop new services for citizens ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,0,1,0,0,2,2,5,0,2014, ND, ND, ND, ND,1,1
Denmark,2012,1, 6 Citizen self services Increasing the use of user ratings in the citizen s port borger dk, The public citizens portal borger dk will implement user assessment and comment functionality on self service solutions and other content in the portal The goal is to utilise user inputs as a support for the continuous improvement of borger dk and related services including services provided by third parties Ratings and comments will be made available for public authorities ICT developers and citizens to drive and support innovation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,0,1,0,1,3,1,3,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 7 Open Government Camp, Based on previous experience with similar initiatives an Open Government Camp event will be organized where citizens businesses and NGOs may collaborate with public authorities and institutions on developing ideas concepts and functional solutions based on government data open source software digital tools and new methods of collaboration The camp will explore how civil society and public authorities can work together on problem solving in new ways and together exploit digital technologies to make public welfare services more open efficient and innovative At the same time the camp will serve as inspiration for public bodies to organize their own similar events or in other ways initiate co creation and citizen involvement projects and practices ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ND,1,0,1,0,1,3,1,5,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 8 Renewed effort for open government data, The government s Open Data Innovation Strategy ODIS initiative will be continued as part of the common public sector e government strategy 2011 2015 to allow the public easier access to more re useable public data Guidelines and assistance will be provided to help public authorities make their data available for re use the public Data Catalogue will be maintained knowledge sharing and collaboration will be facilitated and examples of re use of open data will be documented and shared ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,0,0,1,1,2,3,0,2014, ND, ND, ND, ND,0,0
Denmark,2012,1, 9 Regional initiative on open data, In partnership with municipalities and businesses the Central Denmark Regional Authority will establish a regional public private initiative to help realise the potentials associated with the re use of data and better use of data The initiative will be integrated with the regional authority s work on geographic information systems GIS and digital self service solutions ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ND,1,1,1,0,1,1,2,5,0,2014, ND, ND, ND, ND,0,1
Dominican Republic,2014,2, Acceso a Informaci n Medio Ambiental , Creaci n de un portal interactivo a trav s del cual el ciudadano pueda acceder a informaciones que maneja el Ministerio de Medio Ambiente como Permisos medio ambientales Niveles de contaminaci n de provincias piloto del pa s Actividades del Ministerio jornadas de limpieza reforestaci n actividades recreativas Este portal debe ser un mecanismo de participaci n de la ciudadan a en la elaboraci n de pol ticas p blicas ambientales incorporando recursos como las vistas p blicas y talleres de consulta para elaborar reglamentos directrices y emisi n de permisos tomando en cuenta a los habitantes de la demarcaci n que podr a ser afectada Status quo o problema que se quiere resolver La ciudadan a no tiene conocimiento de informaciones medioambientales clave sobre su entorno como niveles de contaminaci n permisos emitidos en su demarcaci n y regulaci n local sobre la materia Objetivo Principal Concentrar las informaci n de medioambiente gubernamentales en un solo portal que facilite su manejo y monitoreo de parte de la ciudadan a ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, NR,1,1,1,0,1,2,3,3,0,2016, NR, NR, NR, NR,0,0
Dominican Republic,2014,2, Bolsa de Empleo Publico, Hacer p blicas las vacantes de empleo en la administraci n p blica y que puedan participar en los concursos ciudadanos con las capacidades adecuadas Base de datos recursos humanos curr culo etc Status quo o problema que se quiere resolver Falta de conocimiento sobre vacantes en puestos de trabajo administraci n p blica Los ciudadanos no est n informados sobre los concursos externos abiertos para puestos de trabajo en la administraci n p blica Objetivo Principal Hacer disponible a los servidores p blicos de carrera y ciudadan a en general los puestos vacantes en la administraci n p blica a los que estos pueden tener acceso ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, NR,1,1,0,0,0,1,0,2,0,2016, NR, NR, NR, NR,0,0
